series_id,year,period,value
CIU2026000000000A,2016,Q01,1.8
CIU2026000000000A,2015,Q04,1.7
CIU2026000000000A,2015,Q03,2.0
CIU2026000000000A,2015,Q02,2.0
CIU2026000000000A,2015,Q01,2.1
CIU2026000000000A,2014,Q04,1.8
CIU2026000000000A,2014,Q03,1.6
CIU2026000000000A,2014,Q02,1.8
CIU2026000000000A,2014,Q01,1.6
CIU2026000000000A,2013,Q04,1.9
CIU2026000000000A,2013,Q03,1.7
CIU2026000000000A,2013,Q02,1.5
CIU2026000000000A,2013,Q01,1.5
CIU2026000000000A,2012,Q04,1.8
CIU2026000000000A,2012,Q03,1.9
CIU2026000000000A,2012,Q02,1.9
CIU2026000000000A,2012,Q01,2.0
CIU2026000000000A,2011,Q04,1.4
CIU2026000000000A,2011,Q03,1.3
CIU2026000000000A,2011,Q02,1.4
CIU2026000000000A,2011,Q01,1.2
CIU2026000000000A,2010,Q04,1.5
CIU2026000000000A,2010,Q03,1.4
CIU2026000000000A,2010,Q02,1.5
CIU2026000000000A,2010,Q01,1.6
CIU2026000000000I,2024,Q04,169.6
CIU2026000000000I,2024,Q03,168.5
CIU2026000000000I,2024,Q02,166.1
CIU2026000000000I,2024,Q01,164.8
CIU2026000000000I,2023,Q04,163.0
CIU2026000000000I,2023,Q03,161.4
CIU2026000000000I,2023,Q02,159.0
CIU2026000000000I,2023,Q01,157.4
CIU2026000000000I,2022,Q04,155.4
CIU2026000000000I,2022,Q03,153.3
CIU2026000000000I,2022,Q02,150.9
CIU2026000000000I,2022,Q01,149.1
CIU2026000000000I,2021,Q04,147.1
CIU2026000000000I,2021,Q03,145.0
CIU2026000000000I,2021,Q02,142.7
CIU2026000000000I,2021,Q01,141.5
CIU2026000000000I,2020,Q04,140.6
CIU2026000000000I,2020,Q03,139.7
CIU2026000000000I,2020,Q02,138.1
CIU2026000000000I,2020,Q01,138.6
CIU2026000000000I,2019,Q04,137.4
CIU2026000000000I,2019,Q03,136.7
CIU2026000000000I,2019,Q02,135.5
CIU2026000000000I,2019,Q01,134.8
CIU2026000000000I,2018,Q04,134.2
CIU2026000000000I,2018,Q03,133.3
CIU2026000000000I,2018,Q02,132.0
CIU2026000000000I,2018,Q01,131.2
CIU2026000000000I,2017,Q04,130.1
CIU2026000000000I,2017,Q03,129.3
CIU2026000000000I,2017,Q02,128.8
CIU2026000000000I,2017,Q01,128.1
CIU2026000000000I,2016,Q04,127.3
CIU2026000000000I,2016,Q03,126.7
CIU2026000000000I,2016,Q02,126.0
CIU2026000000000I,2016,Q01,125.2
CIU2026000000000I,2015,Q04,124.7
CIU2026000000000I,2015,Q03,124.1
CIU2026000000000I,2015,Q02,123.6
CIU2026000000000I,2015,Q01,123.0
CIU2026000000000I,2014,Q04,122.6
CIU2026000000000I,2014,Q03,121.7
CIU2026000000000I,2014,Q02,121.2
CIU2026000000000I,2014,Q01,120.5
CIU2026000000000I,2013,Q04,120.4
CIU2026000000000I,2013,Q03,119.8
CIU2026000000000I,2013,Q02,119.1
CIU2026000000000I,2013,Q01,118.6
CIU2026000000000I,2012,Q04,118.2
CIU2026000000000I,2012,Q03,117.8
CIU2026000000000I,2012,Q02,117.3
CIU2026000000000I,2012,Q01,116.9
CIU2026000000000I,2011,Q04,116.1
CIU2026000000000I,2011,Q03,115.6
CIU2026000000000I,2011,Q02,115.1
CIU2026000000000I,2011,Q01,114.6
CIU2026000000000I,2010,Q04,114.5
CIU2026000000000I,2010,Q03,114.1
CIU2026000000000I,2010,Q02,113.5
CIU2026000000000I,2010,Q01,113.2
CIU2026000000000Q,2024,Q04,0.7
CIU2026000000000Q,2024,Q03,1.4
CIU2026000000000Q,2024,Q02,0.8
CIU2026000000000Q,2024,Q01,1.1
CIU2026000000000Q,2023,Q04,1.0
CIU2026000000000Q,2023,Q03,1.5
CIU2026000000000Q,2023,Q02,1.0
CIU2026000000000Q,2023,Q01,1.3
CIU2026000000000Q,2022,Q04,1.4
CIU2026000000000Q,2022,Q03,1.6
CIU2026000000000Q,2022,Q02,1.2
CIU2026000000000Q,2022,Q01,1.4
CIU2026000000000Q,2021,Q04,1.4
CIU2026000000000Q,2021,Q03,1.6
CIU2026000000000Q,2021,Q02,0.8
CIU2026000000000Q,2021,Q01,0.6
CIU2026000000000Q,2020,Q04,0.6
CIU2026000000000Q,2020,Q03,1.2
CIU2026000000000Q,2020,Q02,-0.4
CIU2026000000000Q,2020,Q01,0.9
CIU2026000000000Q,2019,Q04,0.5
CIU2026000000000Q,2019,Q03,0.9
CIU2026000000000Q,2019,Q02,0.5
CIU2026000000000Q,2019,Q01,0.4
CIU2026000000000Q,2018,Q04,0.7
CIU2026000000000Q,2018,Q03,1.0
CIU2026000000000Q,2018,Q02,0.6
CIU2026000000000Q,2018,Q01,0.8
CIU2026000000000Q,2017,Q04,0.6
CIU2026000000000Q,2017,Q03,0.4
CIU2026000000000Q,2017,Q02,0.5
CIU2026000000000Q,2017,Q01,0.6
CIU2026000000000Q,2016,Q04,0.5
CIU2026000000000Q,2016,Q03,0.6
CIU2026000000000Q,2016,Q02,0.6
CIU2026000000000Q,2016,Q01,0.4
CIU2026000000000Q,2015,Q04,0.5
CIU2026000000000Q,2015,Q03,0.4
CIU2026000000000Q,2015,Q02,0.5
CIU2026000000000Q,2015,Q01,0.3
CIU2026000000000Q,2014,Q04,0.7
CIU2026000000000Q,2014,Q03,0.4
CIU2026000000000Q,2014,Q02,0.6
CIU2026000000000Q,2014,Q01,0.1
CIU2026000000000Q,2013,Q04,0.5
CIU2026000000000Q,2013,Q03,0.6
CIU2026000000000Q,2013,Q02,0.4
CIU2026000000000Q,2013,Q01,0.3
CIU2026000000000Q,2012,Q04,0.3
CIU2026000000000Q,2012,Q03,0.4
CIU2026000000000Q,2012,Q02,0.3
CIU2026000000000Q,2012,Q01,0.7
CIU2026000000000Q,2011,Q04,0.4
CIU2026000000000Q,2011,Q03,0.4
CIU2026000000000Q,2011,Q02,0.4
CIU2026000000000Q,2011,Q01,0.1
CIU2026000000000Q,2010,Q04,0.4
CIU2026000000000Q,2010,Q03,0.5
CIU2026000000000Q,2010,Q02,0.3
CIU2026000000000Q,2010,Q01,0.4
CIU2027000000000A,2024,Q04,3.8
CIU2027000000000A,2024,Q03,3.6
CIU2027000000000A,2024,Q02,3.7
CIU2027000000000A,2024,Q01,3.4
CIU2027000000000A,2023,Q04,4.1
CIU2027000000000A,2023,Q03,4.5
CIU2027000000000A,2023,Q02,5.5
CIU2027000000000A,2023,Q01,6.0
CIU2027000000000A,2022,Q04,6.6
CIU2027000000000A,2022,Q03,7.5
CIU2027000000000A,2022,Q02,8.2
CIU2027000000000A,2022,Q01,9.0
CIU2027000000000A,2021,Q04,8.9
CIU2027000000000A,2021,Q03,7.6
CIU2027000000000A,2021,Q02,6.1
CIU2027000000000A,2021,Q01,4.3
CIU2027000000000A,2020,Q04,3.6
CIU2027000000000A,2020,Q03,4.4
CIU2027000000000A,2020,Q02,3.9
CIU2027000000000A,2020,Q01,3.9
CIU2027000000000A,2019,Q04,3.6
CIU2027000000000A,2019,Q03,3.8
CIU2027000000000A,2019,Q02,4.2
CIU2027000000000A,2019,Q01,3.9
CIU2027000000000A,2018,Q04,4.6
CIU2027000000000A,2018,Q03,3.8
CIU2027000000000A,2018,Q02,3.4
CIU2027000000000A,2018,Q01,3.5
CIU2027000000000A,2017,Q04,3.8
CIU2027000000000A,2017,Q03,3.5
CIU2027000000000A,2017,Q02,4.1
CIU2027000000000A,2017,Q01,4.6
CIU2027000000000A,2016,Q04,3.7
CIU2027000000000A,2016,Q03,3.8
CIU2027000000000A,2016,Q02,2.9
CIU2027000000000A,2016,Q01,2.2
CIU2027000000000A,2015,Q04,1.8
CIU2027000000000A,2015,Q03,1.7
CIU2027000000000A,2015,Q02,2.5
CIU2027000000000A,2015,Q01,2.4
CIU2027000000000A,2014,Q04,2.1
CIU2027000000000A,2014,Q03,2.0
CIU2027000000000A,2014,Q02,1.4
CIU2027000000000A,2014,Q01,1.5
CIU2027000000000A,2013,Q04,0.9
CIU2027000000000A,2013,Q03,0.9
CIU2027000000000A,2013,Q02,0.7
CIU2027000000000A,2013,Q01,0.9
CIU2027000000000A,2012,Q04,1.1
CIU2027000000000A,2012,Q03,0.8
CIU2027000000000A,2012,Q02,1.3
CIU2027000000000A,2012,Q01,0.8
CIU2027000000000A,2011,Q04,0.7
CIU2027000000000A,2011,Q03,0.9
CIU2027000000000A,2011,Q02,0.7
CIU2027000000000A,2011,Q01,0.6
CIU2027000000000A,2010,Q04,1.1
CIU2027000000000A,2010,Q03,1.0
CIU2027000000000A,2010,Q02,1.3
CIU2027000000000A,2010,Q01,1.2
CIU2027000000000I,2024,Q04,186.2
CIU2027000000000I,2024,Q03,185.2
CIU2027000000000I,2024,Q02,183.9
CIU2027000000000I,2024,Q01,181.3
CIU2027000000000I,2023,Q04,179.4
CIU2027000000000I,2023,Q03,178.8
CIU2027000000000I,2023,Q02,177.3
CIU2027000000000I,2023,Q01,175.3
CIU2027000000000I,2022,Q04,172.3
CIU2027000000000I,2022,Q03,171.1
CIU2027000000000I,2022,Q02,168.1
CIU2027000000000I,2022,Q01,165.3
CIU2027000000000I,2021,Q04,161.7
CIU2027000000000I,2021,Q03,159.1
CIU2027000000000I,2021,Q02,155.3
CIU2027000000000I,2021,Q01,151.7
CIU2027000000000I,2020,Q04,148.5
CIU2027000000000I,2020,Q03,147.9
CIU2027000000000I,2020,Q02,146.4
CIU2027000000000I,2020,Q01,145.5
CIU2027000000000I,2019,Q04,143.4
CIU2027000000000I,2019,Q03,141.6
CIU2027000000000I,2019,Q02,140.9
CIU2027000000000I,2019,Q01,140.0
CIU2027000000000I,2018,Q04,138.4
CIU2027000000000I,2018,Q03,136.4
CIU2027000000000I,2018,Q02,135.2
CIU2027000000000I,2018,Q01,134.7
CIU2027000000000I,2017,Q04,132.3
CIU2027000000000I,2017,Q03,131.4
CIU2027000000000I,2017,Q02,130.7
CIU2027000000000I,2017,Q01,130.1
CIU2027000000000I,2016,Q04,127.4
CIU2027000000000I,2016,Q03,126.9
CIU2027000000000I,2016,Q02,125.6
CIU2027000000000I,2016,Q01,124.4
CIU2027000000000I,2015,Q04,122.9
CIU2027000000000I,2015,Q03,122.2
CIU2027000000000I,2015,Q02,122.1
CIU2027000000000I,2015,Q01,121.7
CIU2027000000000I,2014,Q04,120.7
CIU2027000000000I,2014,Q03,120.2
CIU2027000000000I,2014,Q02,119.1
CIU2027000000000I,2014,Q01,118.9
CIU2027000000000I,2013,Q04,118.2
CIU2027000000000I,2013,Q03,117.8
CIU2027000000000I,2013,Q02,117.4
CIU2027000000000I,2013,Q01,117.2
CIU2027000000000I,2012,Q04,117.1
CIU2027000000000I,2012,Q03,116.7
CIU2027000000000I,2012,Q02,116.6
CIU2027000000000I,2012,Q01,116.1
CIU2027000000000I,2011,Q04,115.8
CIU2027000000000I,2011,Q03,115.8
CIU2027000000000I,2011,Q02,115.1
CIU2027000000000I,2011,Q01,115.2
CIU2027000000000I,2010,Q04,115.0
CIU2027000000000I,2010,Q03,114.8
CIU2027000000000I,2010,Q02,114.3
CIU2027000000000I,2010,Q01,114.5
CIU2027000000000Q,2024,Q04,0.5
CIU2027000000000Q,2024,Q03,0.7
CIU2027000000000Q,2024,Q02,1.4
CIU2027000000000Q,2024,Q01,1.1
CIU2027000000000Q,2023,Q04,0.3
CIU2027000000000Q,2023,Q03,0.8
CIU2027000000000Q,2023,Q02,1.1
CIU2027000000000Q,2023,Q01,1.7
CIU2027000000000Q,2022,Q04,0.7
CIU2027000000000Q,2022,Q03,1.8
CIU2027000000000Q,2022,Q02,1.7
CIU2027000000000Q,2022,Q01,2.2
CIU2027000000000Q,2021,Q04,1.6
CIU2027000000000Q,2021,Q03,2.4
CIU2027000000000Q,2021,Q02,2.4
CIU2027000000000Q,2021,Q01,2.2
CIU2027000000000Q,2020,Q04,0.4
CIU2027000000000Q,2020,Q03,1.0
CIU2027000000000Q,2020,Q02,0.6
CIU2027000000000Q,2020,Q01,1.5
CIU2027000000000Q,2019,Q04,1.3
CIU2027000000000Q,2019,Q03,0.5
CIU2027000000000Q,2019,Q02,0.6
CIU2027000000000Q,2019,Q01,1.2
CIU2027000000000Q,2018,Q04,1.5
CIU2027000000000Q,2018,Q03,0.9
CIU2027000000000Q,2018,Q02,0.4
CIU2027000000000Q,2018,Q01,1.8
CIU2027000000000Q,2017,Q04,0.7
CIU2027000000000Q,2017,Q03,0.5
CIU2027000000000Q,2017,Q02,0.5
CIU2027000000000Q,2017,Q01,2.1
CIU2027000000000Q,2016,Q04,0.4
CIU2027000000000Q,2016,Q03,1.0
CIU2027000000000Q,2016,Q02,1.0
CIU2027000000000Q,2016,Q01,1.2
CIU2027000000000Q,2015,Q04,0.6
CIU2027000000000Q,2015,Q03,0.1
CIU2027000000000Q,2015,Q02,0.3
CIU2027000000000Q,2015,Q01,0.8
CIU2027000000000Q,2014,Q04,0.4
CIU2027000000000Q,2014,Q03,0.9
CIU2027000000000Q,2014,Q02,0.2
CIU2027000000000Q,2014,Q01,0.6
CIU2027000000000Q,2013,Q04,0.3
CIU2027000000000Q,2013,Q03,0.3
CIU2027000000000Q,2013,Q02,0.2
CIU2027000000000Q,2013,Q01,0.1
CIU2027000000000Q,2012,Q04,0.3
CIU2027000000000Q,2012,Q03,0.1
CIU2027000000000Q,2012,Q02,0.4
CIU2027000000000Q,2012,Q01,0.3
CIU2027000000000Q,2011,Q04,0.0
CIU2027000000000Q,2011,Q03,0.6
CIU2027000000000Q,2011,Q02,-0.1
CIU2027000000000Q,2011,Q01,0.2
CIU2027000000000Q,2010,Q04,0.2
CIU2027000000000Q,2010,Q03,0.4
CIU2027000000000Q,2010,Q02,-0.2
CIU2027000000000Q,2010,Q01,0.6
CIU2030000000000A,2024,Q04,3.3
CIU2030000000000A,2024,Q03,3.3
CIU2030000000000A,2024,Q02,3.5
CIU2030000000000A,2024,Q01,3.6
CIU2030000000000A,2023,Q04,3.6
CIU2030000000000A,2023,Q03,3.9
CIU2030000000000A,2023,Q02,3.9
CIU2030000000000A,2023,Q01,4.3
CIU2030000000000A,2022,Q04,4.8
CIU2030000000000A,2022,Q03,5.0
CIU2030000000000A,2022,Q02,5.3
CIU2030000000000A,2022,Q01,4.1
CIU2030000000000A,2021,Q04,2.9
CIU2030000000000A,2021,Q03,2.6
CIU2030000000000A,2021,Q02,2.0
CIU2030000000000A,2021,Q01,2.5
CIU2030000000000A,2020,Q04,2.1
CIU2030000000000A,2020,Q03,2.0
CIU2030000000000A,2020,Q02,2.0
CIU2030000000000A,2020,Q01,1.6
CIU2030000000000A,2019,Q04,1.9
CIU2030000000000A,2019,Q03,2.0
CIU2030000000000A,2019,Q02,1.8
CIU2030000000000A,2019,Q01,2.4
CIU2030000000000A,2018,Q04,2.6
CIU2030000000000A,2018,Q03,2.5
CIU2030000000000A,2018,Q02,2.8
CIU2030000000000A,2018,Q01,2.5
CIU2030000000000A,2017,Q04,2.3
CIU2030000000000A,2017,Q03,2.4
CIU2030000000000A,2017,Q02,2.2
CIU2030000000000A,2017,Q01,1.9
CIU2030000000000A,2016,Q04,1.8
CIU2030000000000A,2016,Q03,1.8
CIU2030000000000A,2016,Q02,1.7
CIU2030000000000A,2016,Q01,1.2
CIU2030000000000A,2015,Q04,1.3
CIU2030000000000A,2015,Q03,1.4
CIU2030000000000A,2015,Q02,1.4
CIU2030000000000A,2015,Q01,2.6
CIU2030000000000A,2014,Q04,2.5
CIU2030000000000A,2014,Q03,2.3
CIU2030000000000A,2014,Q02,2.4
CIU2030000000000A,2014,Q01,1.8
CIU2030000000000A,2013,Q04,1.9
CIU2030000000000A,2013,Q03,2.0
CIU2030000000000A,2013,Q02,1.9
CIU2030000000000A,2013,Q01,2.0
CIU2030000000000A,2012,Q04,2.0
CIU2030000000000A,2012,Q03,2.2
CIU2030000000000A,2012,Q02,1.9
CIU2030000000000A,2012,Q01,2.8
CIU2030000000000A,2011,Q04,3.6
CIU2030000000000A,2011,Q03,3.3
CIU2030000000000A,2011,Q02,4.0
CIU2030000000000A,2011,Q01,3.0
CIU2030000000000A,2010,Q04,2.9
CIU2030000000000A,2010,Q03,2.8
CIU2030000000000A,2010,Q02,2.4
CIU2030000000000A,2010,Q01,2.0
CIU2030000000000I,2024,Q04,160.7
CIU2030000000000I,2024,Q03,160.1
CIU2030000000000I,2024,Q02,159.4
CIU2030000000000I,2024,Q01,157.9
CIU2030000000000I,2023,Q04,155.5
CIU2030000000000I,2023,Q03,155.0
CIU2030000000000I,2023,Q02,154.0
CIU2030000000000I,2023,Q01,152.4
CIU2030000000000I,2022,Q04,150.1
CIU2030000000000I,2022,Q03,149.2
CIU2030000000000I,2022,Q02,148.2
CIU2030000000000I,2022,Q01,146.1
CIU2030000000000I,2021,Q04,143.2
CIU2030000000000I,2021,Q03,142.1
CIU2030000000000I,2021,Q02,140.8
CIU2030000000000I,2021,Q01,140.3
CIU2030000000000I,2020,Q04,139.1
CIU2030000000000I,2020,Q03,138.5
CIU2030000000000I,2020,Q02,138.0
CIU2030000000000I,2020,Q01,136.9
CIU2030000000000I,2019,Q04,136.2
CIU2030000000000I,2019,Q03,135.8
CIU2030000000000I,2019,Q02,135.3
CIU2030000000000I,2019,Q01,134.7
CIU2030000000000I,2018,Q04,133.6
CIU2030000000000I,2018,Q03,133.2
CIU2030000000000I,2018,Q02,132.9
CIU2030000000000I,2018,Q01,131.6
CIU2030000000000I,2017,Q04,130.2
CIU2030000000000I,2017,Q03,130.0
CIU2030000000000I,2017,Q02,129.3
CIU2030000000000I,2017,Q01,128.4
CIU2030000000000I,2016,Q04,127.3
CIU2030000000000I,2016,Q03,127.0
CIU2030000000000I,2016,Q02,126.5
CIU2030000000000I,2016,Q01,126.0
CIU2030000000000I,2015,Q04,125.1
CIU2030000000000I,2015,Q03,124.8
CIU2030000000000I,2015,Q02,124.4
CIU2030000000000I,2015,Q01,124.5
CIU2030000000000I,2014,Q04,123.5
CIU2030000000000I,2014,Q03,123.1
CIU2030000000000I,2014,Q02,122.7
CIU2030000000000I,2014,Q01,121.4
CIU2030000000000I,2013,Q04,120.5
CIU2030000000000I,2013,Q03,120.3
CIU2030000000000I,2013,Q02,119.8
CIU2030000000000I,2013,Q01,119.2
CIU2030000000000I,2012,Q04,118.2
CIU2030000000000I,2012,Q03,117.9
CIU2030000000000I,2012,Q02,117.6
CIU2030000000000I,2012,Q01,116.9
CIU2030000000000I,2011,Q04,115.9
CIU2030000000000I,2011,Q03,115.4
CIU2030000000000I,2011,Q02,115.4
CIU2030000000000I,2011,Q01,113.7
CIU2030000000000I,2010,Q04,111.9
CIU2030000000000I,2010,Q03,111.7
CIU2030000000000I,2010,Q02,111.0
CIU2030000000000I,2010,Q01,110.4
CIU2030000000000Q,2024,Q04,0.4
CIU2030000000000Q,2024,Q03,0.4
CIU2030000000000Q,2024,Q02,0.9
CIU2030000000000Q,2024,Q01,1.5
CIU2030000000000Q,2023,Q04,0.3
CIU2030000000000Q,2023,Q03,0.6
CIU2030000000000Q,2023,Q02,1.0
CIU2030000000000Q,2023,Q01,1.5
CIU2030000000000Q,2022,Q04,0.6
CIU2030000000000Q,2022,Q03,0.7
CIU2030000000000Q,2022,Q02,1.4
CIU2030000000000Q,2022,Q01,2.0
CIU2030000000000Q,2021,Q04,0.8
CIU2030000000000Q,2021,Q03,0.9
CIU2030000000000Q,2021,Q02,0.4
CIU2030000000000Q,2021,Q01,0.9
CIU2030000000000Q,2020,Q04,0.4
CIU2030000000000Q,2020,Q03,0.4
CIU2030000000000Q,2020,Q02,0.8
CIU2030000000000Q,2020,Q01,0.5
CIU2030000000000Q,2019,Q04,0.3
CIU2030000000000Q,2019,Q03,0.4
CIU2030000000000Q,2019,Q02,0.4
CIU2030000000000Q,2019,Q01,0.8
CIU2030000000000Q,2018,Q04,0.3
CIU2030000000000Q,2018,Q03,0.2
CIU2030000000000Q,2018,Q02,1.0
CIU2030000000000Q,2018,Q01,1.1
CIU2030000000000Q,2017,Q04,0.2
CIU2030000000000Q,2017,Q03,0.5
CIU2030000000000Q,2017,Q02,0.7
CIU2030000000000Q,2017,Q01,0.9
CIU2030000000000Q,2016,Q04,0.2
CIU2030000000000Q,2016,Q03,0.4
CIU2030000000000Q,2016,Q02,0.4
CIU2030000000000Q,2016,Q01,0.7
CIU2030000000000Q,2015,Q04,0.2
CIU2030000000000Q,2015,Q03,0.3
CIU2030000000000Q,2015,Q02,-0.1
CIU2030000000000Q,2015,Q01,0.8
CIU2030000000000Q,2014,Q04,0.3
CIU2030000000000Q,2014,Q03,0.3
CIU2030000000000Q,2014,Q02,1.1
CIU2030000000000Q,2014,Q01,0.7
CIU2030000000000Q,2013,Q04,0.2
CIU2030000000000Q,2013,Q03,0.4
CIU2030000000000Q,2013,Q02,0.5
CIU2030000000000Q,2013,Q01,0.8
CIU2030000000000Q,2012,Q04,0.3
CIU2030000000000Q,2012,Q03,0.3
CIU2030000000000Q,2012,Q02,0.6
CIU2030000000000Q,2012,Q01,0.9
CIU2030000000000Q,2011,Q04,0.4
CIU2030000000000Q,2011,Q03,0.0
CIU2030000000000Q,2011,Q02,1.5
CIU2030000000000Q,2011,Q01,1.6
CIU2030000000000Q,2010,Q04,0.2
CIU2030000000000Q,2010,Q03,0.6
CIU2030000000000Q,2010,Q02,0.5
CIU2030000000000Q,2010,Q01,1.6
CIU2030000100000A,2024,Q04,3.3
CIU2030000100000A,2024,Q03,3.2
CIU2030000100000A,2024,Q02,3.4
CIU2030000100000A,2024,Q01,3.7
CIU2030000100000A,2023,Q04,3.8
CIU2030000100000A,2023,Q03,4.2
CIU2030000100000A,2023,Q02,4.2
CIU2030000100000A,2023,Q01,4.4
CIU2030000100000A,2022,Q04,4.7
CIU2030000100000A,2022,Q03,4.7
CIU2030000100000A,2022,Q02,5.0
CIU2030000100000A,2022,Q01,4.0
CIU2030000100000A,2021,Q04,3.0
CIU2030000100000A,2021,Q03,2.5
CIU2030000100000A,2021,Q02,2.1
CIU2030000100000A,2021,Q01,2.4
CIU2030000100000A,2020,Q04,1.8
CIU2030000100000A,2020,Q03,1.8
CIU2030000100000A,2020,Q02,1.8
CIU2030000100000A,2020,Q01,1.6
CIU2030000100000A,2019,Q04,2.0
CIU2030000100000A,2019,Q03,2.1
CIU2030000100000A,2019,Q02,1.7
CIU2030000100000A,2019,Q01,2.1
CIU2030000100000A,2018,Q04,2.3
CIU2030000100000A,2018,Q03,2.2
CIU2030000100000A,2018,Q02,2.7
CIU2030000100000A,2018,Q01,2.5
CIU2030000100000A,2017,Q04,2.5
CIU2030000100000A,2017,Q03,2.5
CIU2030000100000A,2017,Q02,2.3
CIU2030000100000A,2017,Q01,1.8
CIU2030000100000A,2016,Q04,1.2
CIU2030000100000A,2016,Q03,1.2
CIU2030000100000A,2016,Q02,1.0
CIU2030000100000A,2016,Q01,0.3
CIU2030000100000A,2015,Q04,0.9
CIU2030000100000A,2015,Q03,1.0
CIU2030000100000A,2015,Q02,1.2
CIU2030000100000A,2015,Q01,3.0
CIU2030000100000A,2014,Q04,2.7
CIU2030000100000A,2014,Q03,2.4
CIU2030000100000A,2014,Q02,2.6
CIU2030000100000A,2014,Q01,2.0
CIU2030000100000A,2013,Q04,2.0
CIU2030000100000A,2013,Q03,2.1
CIU2030000100000A,2013,Q02,1.8
CIU2030000100000A,2013,Q01,1.6
CIU2030000100000A,2012,Q04,2.3
CIU2030000100000A,2012,Q03,2.6
CIU2030000100000A,2012,Q02,2.3
CIU2030000100000A,2012,Q01,3.0
CIU2030000100000A,2011,Q04,3.6
CIU2030000100000A,2011,Q03,3.3
CIU2030000100000A,2011,Q02,3.9
CIU2030000100000A,2011,Q01,2.9
CIU2030000100000A,2010,Q04,2.2
CIU2030000100000A,2010,Q03,1.9
CIU2030000100000A,2010,Q02,1.6
CIU2030000100000A,2010,Q01,1.3
CIU2030000100000I,2024,Q04,158.6
CIU2030000100000I,2024,Q03,158.0
CIU2030000100000I,2024,Q02,157.4
CIU2030000100000I,2024,Q01,156.1
CIU2030000100000I,2023,Q04,153.5
CIU2030000100000I,2023,Q03,153.1
CIU2030000100000I,2023,Q02,152.2
CIU2030000100000I,2023,Q01,150.5
CIU2030000100000I,2022,Q04,147.9
CIU2030000100000I,2022,Q03,146.9
CIU2030000100000I,2022,Q02,146.0
CIU2030000100000I,2022,Q01,144.2
CIU2030000100000I,2021,Q04,141.3
CIU2030000100000I,2021,Q03,140.3
CIU2030000100000I,2021,Q02,139.1
CIU2030000100000I,2021,Q01,138.6
CIU2030000100000I,2020,Q04,137.2
CIU2030000100000I,2020,Q03,136.9
CIU2030000100000I,2020,Q02,136.3
CIU2030000100000I,2020,Q01,135.4
CIU2030000100000I,2019,Q04,134.8
CIU2030000100000I,2019,Q03,134.5
CIU2030000100000I,2019,Q02,133.9
CIU2030000100000I,2019,Q01,133.3
CIU2030000100000I,2018,Q04,132.1
CIU2030000100000I,2018,Q03,131.7
CIU2030000100000I,2018,Q02,131.7
CIU2030000100000I,2018,Q01,130.6
CIU2030000100000I,2017,Q04,129.1
CIU2030000100000I,2017,Q03,128.9
CIU2030000100000I,2017,Q02,128.3
CIU2030000100000I,2017,Q01,127.4
CIU2030000100000I,2016,Q04,126.0
CIU2030000100000I,2016,Q03,125.8
CIU2030000100000I,2016,Q02,125.4
CIU2030000100000I,2016,Q01,125.1
CIU2030000100000I,2015,Q04,124.5
CIU2030000100000I,2015,Q03,124.3
CIU2030000100000I,2015,Q02,124.1
CIU2030000100000I,2015,Q01,124.7
CIU2030000100000I,2014,Q04,123.4
CIU2030000100000I,2014,Q03,123.1
CIU2030000100000I,2014,Q02,122.6
CIU2030000100000I,2014,Q01,121.1
CIU2030000100000I,2013,Q04,120.2
CIU2030000100000I,2013,Q03,120.2
CIU2030000100000I,2013,Q02,119.5
CIU2030000100000I,2013,Q01,118.7
CIU2030000100000I,2012,Q04,117.9
CIU2030000100000I,2012,Q03,117.7
CIU2030000100000I,2012,Q02,117.4
CIU2030000100000I,2012,Q01,116.8
CIU2030000100000I,2011,Q04,115.2
CIU2030000100000I,2011,Q03,114.7
CIU2030000100000I,2011,Q02,114.8
CIU2030000100000I,2011,Q01,113.4
CIU2030000100000I,2010,Q04,111.2
CIU2030000100000I,2010,Q03,111.0
CIU2030000100000I,2010,Q02,110.5
CIU2030000100000I,2010,Q01,110.2
CIU2030000100000Q,2024,Q04,0.4
CIU2030000100000Q,2024,Q03,0.4
CIU2030000100000Q,2024,Q02,0.8
CIU2030000100000Q,2024,Q01,1.7
CIU2030000100000Q,2023,Q04,0.3
CIU2030000100000Q,2023,Q03,0.6
CIU2030000100000Q,2023,Q02,1.1
CIU2030000100000Q,2023,Q01,1.8
CIU2030000100000Q,2022,Q04,0.7
CIU2030000100000Q,2022,Q03,0.6
CIU2030000100000Q,2022,Q02,1.2
CIU2030000100000Q,2022,Q01,2.1
CIU2030000100000Q,2021,Q04,0.7
CIU2030000100000Q,2021,Q03,0.9
CIU2030000100000Q,2021,Q02,0.4
CIU2030000100000Q,2021,Q01,1.0
CIU2030000100000Q,2020,Q04,0.2
CIU2030000100000Q,2020,Q03,0.4
CIU2030000100000Q,2020,Q02,0.7
CIU2030000100000Q,2020,Q01,0.4
CIU2030000100000Q,2019,Q04,0.2
CIU2030000100000Q,2019,Q03,0.4
CIU2030000100000Q,2019,Q02,0.5
CIU2030000100000Q,2019,Q01,0.9
CIU2030000100000Q,2018,Q04,0.3
CIU2030000100000Q,2018,Q03,0.0
CIU2030000100000Q,2018,Q02,0.8
CIU2030000100000Q,2018,Q01,1.2
CIU2030000100000Q,2017,Q04,0.2
CIU2030000100000Q,2017,Q03,0.5
